acqf,trial,iteration,best_f,c_x,sum_c_x,cum_costs,eta
EIPU-MEMO,4,3,-1925.318762396537,"{'0': 0.10000000149011612, '1': 0.10000000149011612, '2': 89.3284653204727}",89.52846532345293,5064.477805376139,0.8573749999999999
EI,2,21,-28.004852292820903,"{'0': 126.86057828878513, '1': 76.01050134759558, '2': 80.11680355464567}",282.9878831910264,11540.096818995675,0.34056162628811465
EIPU,2,8,-38.127478733883656,"{'0': 169.1098074236532, '1': 74.04570234626331, '2': 80.76452194591528}",323.9200317158318,6324.192706157795,0.6634204312890623
EI,3,20,-15.18794013219685,"{'0': 130.53154573973953, '1': 89.84327411237143, '2': 89.86434964351574}",310.2391694956267,14753.505037947942,0.35848592240854177
EIPU-MEMO,1,3,-46.14056350958041,"{'0': 0.10000000149011612, '1': 0.10000000149011612, '2': 89.63869602116893}",89.83869602414916,7780.681577340163,0.8573749999999999
EIPU,4,6,-2429.8233187471146,"{'0': 173.78712880659245, '1': 76.85809952341341, '2': 84.8480083140775}",335.49323664408337,6505.985261709104,0.7350918906249998
EEIPU,5,4,-89.55432679941488,"{'0': 0.10000000149011612, '1': 0.10000000149011612, '2': 70.4798202483811}",70.67982025136133,5149.077885231418,0.8145062499999999
EI,5,20,-34.534778427875096,"{'0': 400.5195849553267, '1': 75.08407235742924, '2': 89.90338182386861}",565.5070391366246,14144.576431841973,0.35848592240854177
EI,4,17,-353.84956451790777,"{'0': 287.6228778033993, '1': 91.05685585500714, '2': 89.53099718559176}",468.21073084399825,12364.47050993108,0.41812033521917696
EI,1,21,-96.53685439140887,"{'0': 1123.3620147343022, '1': 77.21831129755937, '2': 83.13887717324874}",1283.7192032051105,25688.489636257218,0.34056162628811465
EI,2,22,-28.004852292820903,"{'0': 152.74242891594884, '1': 64.04753069999677, '2': 76.78269770918575}",293.57265732513133,11833.669476320807,0.3235335449737089
EEIPU,3,4,-33.77311360112274,"{'0': 0.10000000149011612, '1': 0.10000000149011612, '2': 84.9223195386773}",85.12231954165753,6050.132037297383,0.8145062499999999
EIPU,3,9,-8.520024590843883,"{'0': 206.88575440698466, '1': 82.38579862453761, '2': 85.28206046648603}",374.5536134980083,8560.140663830127,0.6302494097246091
EIPU,1,5,-57.24236439574768,"{'0': 142.08433713916594, '1': 66.61805017383942, '2': 89.88454866141822}",298.58693597442357,8794.03597398757,0.7737809374999999
EI,3,21,-15.18794013219685,"{'0': 255.42488803276953, '1': 92.54891123694371, '2': 88.40515316767261}",436.37895243738586,15189.883990385328,0.34056162628811465
EI,5,21,-34.534778427875096,"{'0': 526.8293432233049, '1': 84.44879726156753, '2': 78.30777394926278}",689.5859144341352,14834.162346276109,0.34056162628811465
