acqf,trial,iteration,best_f,c_x,sum_c_x,cum_costs,eta
EI,5,16,2.487362020831416,"{'0': 174.1737077750649, '1': 91.37751169978401, '2': 66.875949933723}",332.42716940857196,8307.551652560318,0.44012666865176525
EEIPU,5,4,-2.556762582897174,"{'0': 0.10000000149011612, '1': 0.10000000149011612, '2': 60.9533205324477}",61.15332053542793,3470.9506766426944,0.8145062499999999
EI,2,21,0.3996409405705945,"{'0': 147.84855032535336, '1': 46.95073509822327, '2': 63.136661383737824}",257.93594680731445,9147.79919532042,0.34056162628811465
EI,4,20,2.6357839546128403,"{'0': 157.46680375214356, '1': 79.19231581731225, '2': 65.70096882746105}",302.36008839691686,8793.467439409218,0.35848592240854177
EI,5,17,2.487362020831416,"{'0': 163.7346553955047, '1': 71.81454903814543, '2': 83.46901034947352}",319.01821478312365,8626.569867343442,0.41812033521917696
EI,3,24,0.45313943628552633,"{'0': 170.20597225967902, '1': 74.8245541879715, '2': 57.88415064716806}",302.91467709481856,10707.591597389322,0.2919890243387723
EI,2,22,0.3996409405705945,"{'0': 165.9470338564247, '1': 47.046554430696176, '2': 84.52069303342151}",297.5142813205424,9445.313476640962,0.3235335449737089
EI,1,18,2.3567856345854983,"{'0': 154.5267558714707, '1': 67.29091845467819, '2': 78.07147747914226}",299.88915180529114,8280.045159734938,0.3972143184582181
EIPU,3,9,2.4061132909087366,"{'0': 176.42684871549505, '1': 72.4248513399898, '2': 65.56460424826228}",314.41630430374715,5824.626808282044,0.6302494097246091
EIPU,5,5,1.3936317530620776,"{'0': 166.08791039839556, '1': 87.59564476018917, '2': 62.20186306623356}",315.8854182248183,4576.953662237665,0.7737809374999999
EIPU,4,6,-4.29530828357152,"{'0': 155.03704417060803, '1': 71.34871535290469, '2': 50.08096893402528}",276.466728457538,4520.803882448762,0.7350918906249998
EI,2,23,0.3996409405705945,"{'0': 159.3691825366061, '1': 46.08882341208354, '2': 63.13666138373686}",268.5946673324265,9713.908143973389,0.30735686772502346
EI,4,21,2.6357839546128403,"{'0': 150.34212886352384, '1': 86.76566311014683, '2': 65.70096882746105}",302.8087608011317,9096.27620021035,0.34056162628811465
